name,vote_rate,vote_count,location,type,cuisine,cost_2pax
china down town,3.5,5,koramangala 4th block,casual dining,chinese,800.0
oregano pizzeria,3.7,52,koramangala 4th block,cafe,cafe,450.0
la pino'z pizza,4.1,502,koramangala 4th block,quick bites,italian,600.0
snow'ora,4.3,342,koramangala 4th block,quick bites,desserts,450.0
domino's pizza,3.0,290,koramangala 4th block,quick bites,pizza,400.0
savitha family restaurant,4.0,198,koramangala 4th block,quick bites,north indian,500.0
crown gold,3.9,49,koramangala 4th block,quick bites,south indian,400.0
rollin,4.0,211,koramangala 4th block,quick bites,continental,400.0
taste of assam,3.4,25,koramangala 4th block,quick bites,assamese,400.0
rang de basanthi,3.7,434,koramangala 4th block,quick bites,north indian,400.0
sri vishnu upahar,3.6,28,koramangala 4th block,quick bites,north indian,250.0
daily bread,2.7,53,koramangala 4th block,bakery,bakery,600.0
pizza stop,3.9,241,koramangala 4th block,quick bites,pizza,600.0
kf's biryani's and kababs,3.4,17,koramangala 4th block,quick bites,biryani,400.0
maven foods,3.6,12,koramangala 4th block,quick bites,continental,650.0
kaati zone,3.4,6,koramangala 6th block,quick bites,fast food,350.0
hasini foods,2.9,21,koramangala 4th block,quick bites,andhra,450.0
the tiffin express,2.6,16,koramangala 4th block,quick bites,south indian,250.0
wow! momo,3.9,151,koramangala 4th block,food court,tibetan,400.0
the black pearl,4.7,10503,koramangala 5th block,casual dining,north indian,1400.0
truffles,4.7,14704,koramangala 5th block,cafe,cafe,900.0
the bier library,4.3,559,koramangala 6th block,microbrewery,continental,2000.0
koramangala social,4.6,4689,koramangala 7th block,lounge,american,1500.0
xoox brewmill,4.4,1562,koramangala 5th block,microbrewery,modern indian,2000.0
gilly's restobar,4.5,3912,koramangala 5th block,pub,finger food,1000.0
bombay adda,4.4,2355,koramangala 7th block,casual dining,modern indian,1100.0
buff buffet buff,4.5,3161,koramangala 5th block,casual dining,north indian,1500.0
boho,4.2,1750,koramangala 5th block,casual dining,continental,1200.0
the reservoire,4.6,2579,koramangala 5th block,bar,continental,1300.0
indigo xp,4.2,2368,koramangala 5th block,pub,finger food,1400.0
ulavacharu,4.2,147,koramangala 5th block,casual dining,andhra,900.0
sultans of spice,4.5,3467,koramangala 5th block,casual dining,north indian,1300.0
fenny's lounge and kitchen,4.6,6371,koramangala 7th block,bar,mediterranean,1600.0
brooks and bonds brewery,4.5,3950,koramangala 5th block,casual dining,continental,1600.0
sharief bhai,4.4,1557,koramangala 5th block,casual dining,mughlai,700.0
echoes koramangala,4.7,3214,koramangala 5th block,cafe,chinese,750.0
dyu art cafe,4.5,3843,koramangala 5th block,cafe,cafe,800.0
house of commons,4.7,4441,koramangala 5th block,bar,continental,1000.0
foxtrot - house of subculture,4.4,374,koramangala 3rd block,cafe,cafe,1000.0
asia kitchen by mainland china,4.9,2227,koramangala 5th block,casual dining,asian,1500.0
barbeque nation,4.7,3625,koramangala 1st block,casual dining,north indian,1600.0
chianti,4.7,4857,koramangala 5th block,casual dining,italian,1500.0
drava,4.3,114,koramangala 5th block,lounge,pizza,1500.0
roots,4.5,1888,koramangala 1st block,casual dining,north indian,1200.0
the boozy griffin,4.6,4986,koramangala 5th block,casual dining,european,1800.0
meghana foods,4.4,7232,koramangala 5th block,casual dining,biryani,600.0
om made cafe,4.1,2732,koramangala 5th block,cafe,cafe,1300.0
gramin,4.3,3458,koramangala 7th block,casual dining,north indian,600.0
punjab bistro,4.4,460,koramangala 7th block,casual dining,north indian,1500.0
simon says brew works,4.5,1991,koramangala 5th block,microbrewery,continental,1400.0
bonsouth,4.2,2620,koramangala 5th block,casual dining,chettinad,1300.0
by the blue - grand mercure,4.1,786,koramangala 3rd block,casual dining,north indian,1500.0
happy brew,4.0,2158,koramangala 5th block,lounge,continental,1000.0
bathinda junction,4.1,1250,koramangala 5th block,casual dining,north indian,600.0
toscano,4.5,718,koramangala 7th block,casual dining,italian,1500.0
crawl street,4.3,2571,koramangala 5th block,bar,continental,1200.0
nagarjuna,4.3,2304,koramangala 5th block,casual dining,andhra,800.0
zee5 loft,4.4,362,koramangala 6th block,cafe,cafe,500.0
the old fashioned bar,4.5,569,koramangala 6th block,bar,finger food,1000.0
beer adda,4.3,549,koramangala 5th block,casual dining,north indian,1000.0
tim tai,4.4,3674,koramangala 5th block,casual dining,chinese,1400.0
blue tokai coffee roasters,4.0,74,koramangala 8th block,cafe,cafe,400.0
sixth avenue cafe and patisserie,4.4,174,koramangala 5th block,cafe,cafe,600.0
big wong xl,4.5,685,koramangala 5th block,casual dining,chinese,1400.0
b-hive,4.3,1550,koramangala 1st block,pub,finger food,1200.0
harry's bar + cafe,4.2,1367,koramangala 7th block,casual dining,asian,1400.0
a hole lotta love cafe,4.3,2871,koramangala 5th block,cafe,cafe,600.0
the smoke co.,4.4,520,koramangala 6th block,casual dining,american,2500.0
kritunga restaurant,3.8,1161,koramangala 5th block,casual dining,andhra,650.0
barleyz,3.7,4650,koramangala 6th block,lounge,north indian,2000.0
china pearl,4.4,1854,koramangala 6th block,casual dining,chinese,1100.0
salt - indian restaurant bar & grill,4.4,679,koramangala 7th block,casual dining,north indian,1500.0
bistro claytopia,4.1,1853,koramangala 1st block,cafe,cafe,600.0
dice n dine,4.3,1805,koramangala 5th block,casual dining,continental,900.0
empire restaurant,4.1,6937,koramangala 5th block,casual dining,north indian,750.0
chinita real mexican food,4.5,733,koramangala 5th block,casual dining,mexican,1200.0
cafe thulp,4.1,3006,koramangala 1st block,cafe,cafe,1000.0
royal treat,4.1,439,koramangala 5th block,casual dining,north indian,500.0
karavali grand,3.7,26,koramangala 5th block,casual dining,mangalorean,600.0
mr. beans - home cafe,4.2,2714,koramangala 3rd block,cafe,cafe,1000.0
kobe sizzlers,4.1,1794,koramangala 5th block,casual dining,american,1000.0
york st.,4.4,949,koramangala 5th block,cafe,cafe,900.0
koshe kosha,4.0,576,koramangala 1st block,casual dining,bengali,600.0
kopper kadai,4.1,1697,koramangala 5th block,casual dining,north indian,1200.0
fava bistro,4.4,386,koramangala 5th block,casual dining,mediterranean,1500.0
roundup cafe,4.2,494,koramangala 5th block,cafe,cafe,800.0
bamey's restro cafe,4.2,534,koramangala 5th block,casual dining,chinese,600.0
what's in a name,4.1,1788,koramangala 5th block,pub,finger food,1200.0
hungry hippie,4.3,1470,koramangala 5th block,cafe,cafe,800.0
noodle panda,4.3,340,koramangala 5th block,casual dining,chinese,800.0
nuts over salads cafe,4.5,208,koramangala 5th block,cafe,cafe,800.0
market table,4.5,548,koramangala 5th block,cafe,cafe,900.0
mimansa @ foxtrot,4.4,192,koramangala 3rd block,cafe,cafe,1000.0
baba chatkora,4.2,822,koramangala 6th block,casual dining,north indian,1000.0
karama restaurant,4.1,1567,koramangala 5th block,casual dining,arabian,750.0
bundar,4.1,2449,koramangala 6th block,cafe,cafe,700.0
wok paper scissors,4.3,1593,koramangala 5th block,casual dining,asian,550.0
carrots,4.1,601,koramangala 6th block,casual dining,italian,1100.0
lot like crepes,4.6,1027,koramangala 7th block,cafe,cafe,550.0
magnolia,4.1,675,koramangala 3rd block,casual dining,chinese,900.0
hunan,4.3,2248,koramangala 5th block,casual dining,chinese,1100.0
anupam's coast ii coast,4.1,845,koramangala 6th block,casual dining,seafood,700.0
tibetan mother's kitchen,4.0,960,koramangala 7th block,casual dining,tibetan,500.0
tangerine - davanam sarovar portico suites,4.0,151,koramangala 2nd block,casual dining,continental,1100.0
bhojohori manna,4.1,1959,koramangala 6th block,casual dining,bengali,650.0
indian coffee house & restaurant,4.2,676,koramangala 5th block,casual dining,south indian,650.0
cafe d'hide,4.2,872,koramangala 5th block,cafe,cafe,600.0
oye amritsar,4.0,1863,koramangala 6th block,casual dining,north indian,600.0
sathya's,4.1,759,koramangala 3rd block,bar,north indian,1200.0
1722 urban bistro,4.1,222,koramangala 5th block,casual dining,north indian,600.0
gudguda prime cafe,4.2,818,koramangala 6th block,cafe,cafe,800.0
the local - terrace drinkery,4.0,1409,koramangala 6th block,pub,continental,1000.0
peace restaurant,3.9,660,koramangala 5th block,casual dining,chinese,500.0
cafe terra,4.1,778,koramangala 1st block,cafe,cafe,700.0
baba da dhaba,4.1,450,koramangala 7th block,casual dining,north indian,650.0
hyderabad biryaani house,4.1,1117,koramangala 5th block,casual dining,biryani,750.0
the himalayan,4.4,325,koramangala 5th block,casual dining,korean,1200.0
petoo,3.8,178,koramangala 1st block,casual dining,north indian,800.0
patiala highway,3.7,32,koramangala 6th block,casual dining,north indian,700.0
shanmukha,4.0,782,koramangala 5th block,casual dining,biryani,800.0
beijing bites,4.0,859,koramangala 5th block,casual dining,chinese,850.0
cafe medley,4.2,1063,koramangala 5th block,cafe,cafe,800.0
eagles pizza,3.8,19,koramangala 7th block,casual dining,pizza,400.0
52 wall street,3.9,740,koramangala 6th block,bar,american,1400.0
bulls n bears - bar trade xchange,3.9,149,koramangala 5th block,pub,finger food,1000.0
waffle magic,4.1,85,koramangala 6th block,cafe,cafe,700.0
desipun,4.2,344,koramangala 5th block,casual dining,north indian,700.0
154 breakfast club,4.0,1512,koramangala 3rd block,cafe,cafe,900.0
lazeez,3.1,910,koramangala 5th block,casual dining,north indian,600.0
sharma's malai & masala,4.0,457,koramangala 1st block,casual dining,north indian,650.0
the yellow tuk-tuk cafe,3.6,16,koramangala 5th block,cafe,cafe,500.0
the vacationer's cafe,4.1,306,koramangala 7th block,cafe,cafe,600.0
7 plates,3.7,259,koramangala 5th block,casual dining,mughlai,750.0
bistro oui,4.1,402,koramangala 5th block,cafe,cafe,1200.0
cafe graffiters,3.8,23,koramangala 5th block,cafe,cafe,600.0
chung wah,4.0,314,koramangala 5th block,casual dining,chinese,800.0
kargeens,4.1,992,koramangala 6th block,cafe,cafe,600.0
rajdhani thali restaurant,4.0,797,koramangala 7th block,casual dining,north indian,900.0
smally's resto cafe,4.2,1703,koramangala 5th block,cafe,cafe,650.0
tilt gastro lounge,4.1,1236,koramangala 5th block,lounge,continental,1500.0
mustard cafe,4.1,893,koramangala 3rd block,cafe,cafe,800.0
drunkling - sizzlers and pub,4.4,345,koramangala 5th block,casual dining,chinese,1000.0
mani's dum biryani,3.9,375,koramangala 1st block,casual dining,biryani,750.0
jukebox,3.9,283,koramangala 7th block,casual dining,continental,1000.0
meenu oota da maane,4.2,294,koramangala 5th block,casual dining,seafood,800.0
sukh sagar,3.8,473,koramangala 5th block,casual dining,south indian,500.0
tunday kababi,3.9,1142,koramangala 5th block,casual dining,north indian,500.0
barbeque delight,3.8,66,koramangala 5th block,casual dining,arabian,800.0
fabindia cafe,4.2,224,koramangala 2nd block,cafe,cafe,200.0
smoke - the sizzler house,4.0,1389,koramangala 7th block,casual dining,continental,1100.0
china bowl,3.9,455,koramangala 6th block,casual dining,chinese,1000.0
zingron,4.0,515,koramangala 7th block,casual dining,chinese,750.0
fresh pressery cafe,4.1,141,koramangala 5th block,cafe,cafe,1200.0
aalishan restaurant & caterer,3.5,888,koramangala 7th block,casual dining,north indian,650.0
aami bangali,3.6,73,koramangala 5th block,casual dining,bengali,700.0
dalma,3.9,475,koramangala 6th block,casual dining,oriya,600.0
gorilla barfare,4.2,270,koramangala 6th block,pub,continental,1400.0
over the top terrace lounge,3.9,1389,koramangala 5th block,lounge,continental,1400.0
wild thyme restaurant,4.5,42,koramangala 5th block,casual dining,chinese,800.0
naati manae,3.9,484,koramangala 5th block,casual dining,north indian,700.0
sherlock's pub,3.9,589,koramangala 5th block,pub,continental,1300.0
popsies,3.9,823,koramangala 5th block,casual dining,chinese,750.0
punjabi nawabi,4.0,107,koramangala 1st block,casual dining,north indian,500.0
saara's cafe - ss lumina hotel,4.2,117,koramangala 7th block,casual dining,north indian,800.0
tata cha,3.7,31,koramangala 7th block,cafe,cafe,500.0
tandoor hut,4.1,1003,koramangala 5th block,casual dining,north indian,700.0
vitamin palace,4.1,172,koramangala 7th block,cafe,cafe,650.0
trigereato,4.4,102,koramangala 8th block,cafe,cafe,700.0
tetto,3.7,130,koramangala 1st block,casual dining,continental,1200.0
the yogisthaan cafe,4.1,61,koramangala 2nd block,cafe,cafe,600.0
go italia,4.0,781,koramangala 6th block,casual dining,italian,750.0
the underground gastropub,3.0,38,koramangala 5th block,pub,finger food,1000.0
polamma's mess,3.7,25,koramangala 7th block,mess,north indian,300.0
smokey tribe restaurant,3.8,267,koramangala 7th block,casual dining,north eastern,650.0
jimi's beer cafe,3.8,674,koramangala 6th block,pub,american,1700.0
12th main - grand mercure,4.1,354,koramangala 3rd block,fine dining,european,2000.0
maxpresso,4.1,324,koramangala 7th block,cafe,cafe,700.0
bangaliana,3.9,453,koramangala 7th block,casual dining,bengali,600.0
chai galli,4.4,480,koramangala 5th block,cafe,cafe,450.0
shree thali,4.1,183,koramangala 5th block,mess,north indian,150.0
chai point,4.0,293,koramangala 6th block,beverage shop,tea,250.0
saara's grill n spice - ss lumina hotel,4.3,105,koramangala 7th block,casual dining,north indian,1000.0
barbeque station,2.8,152,koramangala 7th block,casual dining,north indian,700.0
haji ali juice centre,4.0,152,koramangala 5th block,beverage shop,beverages,350.0
little lucknow,4.0,236,koramangala 5th block,casual dining,mughlai,800.0
mars chicken delight,3.7,107,koramangala 1st block,casual dining,north indian,500.0
embers - nandhana grand hotel,3.8,38,koramangala 6th block,casual dining,north indian,900.0
black kitchen,3.7,26,koramangala 6th block,quick bites,kerala,400.0
hotel parampare,2.9,13,koramangala 7th block,casual dining,north indian,600.0
chaat street,4.0,293,koramangala 6th block,kiosk,street food,250.0
gam's delicacy,4.2,325,koramangala 7th block,casual dining,north indian,800.0
grand gowdru hotel,3.4,31,koramangala 6th block,casual dining,south indian,700.0
namaste kitchen,3.8,172,koramangala 5th block,casual dining,north indian,550.0
pingara,3.8,94,koramangala 1st block,casual dining,north indian,600.0
hakka chinese restaurant,3.9,331,koramangala 1st block,casual dining,chinese,600.0
mustard food court,3.6,165,koramangala 3rd block,casual dining,north indian,500.0
cafemoto,4.0,201,koramangala 5th block,cafe,cafe,800.0
hotel tom's restaurant,4.1,67,koramangala 6th block,casual dining,mangalorean,1000.0
punjabi chulha,3.8,38,koramangala 1st block,casual dining,north indian,500.0
banana beach bar,3.7,1014,koramangala 6th block,bar,continental,1300.0
bansuri sweets,3.7,73,koramangala 6th block,sweet shop,mithai,250.0
wtf,4.1,93,koramangala 5th block,cafe,cafe,600.0
breaktime brew,3.7,24,koramangala 7th block,cafe,cafe,550.0
the paramount hotel,3.6,242,koramangala 5th block,casual dining,north indian,1000.0
north indian and bengali mess,3.7,34,koramangala 5th block,mess,north indian,300.0
cashmere nites,3.5,74,koramangala 6th block,casual dining,kashmiri,600.0
momo rice noodles,3.8,222,ejipura,casual dining,chinese,600.0
maria's goan kitchen,3.9,394,koramangala 7th block,casual dining,goan,750.0
entropy cafe,4.1,505,koramangala 6th block,cafe,cafe,600.0
thalassery restaurant,3.7,382,koramangala 5th block,casual dining,kerala,600.0
smoke-a-pot,3.3,10,koramangala 5th block,takeaway,biryani,600.0
v.s. garden restaurant,3.5,17,ejipura,casual dining,north indian,800.0
mayura grand,3.5,20,koramangala 6th block,casual dining,south indian,400.0
bun town,3.8,22,koramangala 5th block,cafe,cafe,500.0
taruni andhra mess,3.6,23,koramangala 5th block,mess,andhra,200.0
flavor of tibet,4.0,57,koramangala 5th block,casual dining,tibetan,500.0
billionaires cafe,3.8,47,koramangala 5th block,cafe,cafe,600.0
eshmeet da dhaba,3.1,120,koramangala 6th block,casual dining,north indian,500.0
a2b - adyar ananda bhavan,2.7,249,koramangala 7th block,casual dining,south indian,400.0
dhuaan,4.3,135,koramangala 5th block,cafe,cafe,800.0
taj darbar,3.8,149,koramangala 5th block,casual dining,biryani,600.0
urban spoon buffet restaurant,3.5,32,koramangala 5th block,casual dining,north indian,1000.0
selfie cafe,3.7,19,koramangala 7th block,beverage shop,beverages,300.0
the golden spoon restaurant meat & wine,3.5,14,koramangala 7th block,casual dining,chinese,1000.0
uday sweets,3.5,34,koramangala 6th block,sweet shop,mithai,250.0
purani dilli by anand sweets,4.1,237,koramangala 5th block,casual dining,north indian,500.0
cafe on the way,4.0,275,koramangala 3rd block,cafe,cafe,500.0
imperial restaurant,3.6,243,koramangala 6th block,casual dining,seafood,800.0
oil pump,3.7,68,koramangala 6th block,bar,finger food,1000.0
malabar mandra,3.6,45,koramangala 1st block,casual dining,kerala,700.0
hotel food lands,3.8,57,koramangala 7th block,casual dining,seafood,700.0
daawat restaurant bar & pub,3.5,9,koramangala 7th block,bar,finger food,700.0
samavar,3.4,7,koramangala 6th block,casual dining,north indian,1000.0
tattva cafe,2.8,227,koramangala 6th block,cafe,cafe,450.0
skywalk restobar,3.3,5,koramangala 1st block,casual dining,north indian,700.0
raj darbar,3.7,47,koramangala 6th block,casual dining,north indian,800.0
ocean,3.8,215,koramangala 6th block,casual dining,mexican,700.0
elmas restaurant,3.4,34,koramangala 7th block,casual dining,north indian,650.0
gallop bar - davanam sarovar portico suites,3.5,11,koramangala 2nd block,lounge,finger food,1600.0
primal,3.0,25,koramangala 6th block,bar,finger food,2300.0
momoz,3.9,626,koramangala 5th block,casual dining,chinese,600.0
gangothri veg restaurant,3.7,93,koramangala 6th block,quick bites,north indian,300.0
chaai bee,3.5,8,koramangala 7th block,beverage shop,beverages,250.0
happy plate,3.6,54,koramangala 6th block,quick bites,north indian,400.0
cool lassi burger,3.1,7,koramangala 5th block,beverage shop,beverages,200.0
samrat regency bar and restaurant,3.8,29,koramangala 6th block,bar,north indian,800.0
juice point,3.2,6,koramangala 1st block,beverage shop,juices,100.0
the local - burger bar,3.8,152,koramangala 6th block,pub,american,1500.0
