age,education,hours-per-week,native-country,salary
58, 10th,40, United-States, <=50K
23, HS-grad,50, United-States, <=50K
39, HS-grad,40, United-States, <=50K
27, Assoc-voc,38, United-States, <=50K
54, HS-grad,40, United-States, >50K
33, Bachelors,45, United-States, <=50K
46, HS-grad,40, United-States, >50K
37, HS-grad,40, United-States, <=50K
36, HS-grad,18, United-States, <=50K
59, HS-grad,38, United-States, >50K
34, HS-grad,40, Portugal, <=50K
53, Doctorate,70, United-States, >50K
51, Bachelors,55, United-States, >50K
32, 10th,42, United-States, <=50K
31, Some-college,40, United-States, <=50K
22, Some-college,30, Germany, <=50K
47, Bachelors,50, United-States, <=50K
32, HS-grad,40, United-States, <=50K
26, Some-college,38, United-States, <=50K
37, 5th-6th,32, Guatemala, <=50K
31, HS-grad,55, United-States, <=50K
37, Assoc-voc,24, United-States, >50K
55, HS-grad,38, United-States, <=50K
23, Assoc-voc,56, United-States, <=50K
36, Some-college,40, United-States, <=50K
34, Masters,40, ?, <=50K
43, Bachelors,50, United-States, >50K
54, Some-college,40, United-States, <=50K
43, Some-college,40, ?, <=50K
28, Assoc-voc,42, United-States, <=50K
40, Assoc-voc,50, United-States, >50K
41, Some-college,60, United-States, <=50K
40, Bachelors,55, United-States, >50K
42, Some-college,38, United-States, <=50K
61, HS-grad,50, United-States, <=50K
18, 12th,30, United-States, <=50K
59, HS-grad,16, United-States, <=50K
21, HS-grad,40, United-States, <=50K
48, Assoc-voc,50, United-States, >50K
41, Bachelors,40, United-States, <=50K
18, Some-college,33, United-States, <=50K
23, HS-grad,40, United-States, <=50K
60, HS-grad,60, United-States, >50K
22, Some-college,20, United-States, <=50K
61, HS-grad,40, United-States, <=50K
25, HS-grad,40, United-States, <=50K
46, Masters,35, United-States, >50K
43, Bachelors,40, England, >50K
43, Assoc-acdm,40, United-States, <=50K
24, HS-grad,30, United-States, <=50K
68, 11th,20, United-States, <=50K
31, HS-grad,38, United-States, <=50K
17, 11th,20, United-States, <=50K
32, HS-grad,48, United-States, >50K
50, Masters,40, United-States, <=50K
33, Bachelors,47, United-States, >50K
64, Bachelors,40, United-States, >50K
20, HS-grad,30, United-States, <=50K
30, HS-grad,36, United-States, <=50K
22, Some-college,40, United-States, <=50K
43, Some-college,45, United-States, <=50K
22, Some-college,40, United-States, <=50K
17, 10th,20, United-States, <=50K
47, HS-grad,75, Italy, <=50K
41, Assoc-voc,60, United-States, <=50K
56, Some-college,50, United-States, >50K
64, HS-grad,45, United-States, <=50K
47, HS-grad,50, United-States, >50K
48, Assoc-voc,40, United-States, <=50K
31, Masters,46, United-States, <=50K
29, Assoc-voc,40, United-States, <=50K
30, HS-grad,40, United-States, <=50K
32, HS-grad,60, United-States, <=50K
57, HS-grad,42, United-States, >50K
62, HS-grad,40, United-States, <=50K
39, HS-grad,24, United-States, <=50K
43, Some-college,25, United-States, <=50K
24, Bachelors,40, United-States, <=50K
42, 11th,15, United-States, <=50K
53, Some-college,40, United-States, >50K
26, Some-college,40, United-States, <=50K
73, HS-grad,40, United-States, <=50K
72, 11th,24, United-States, <=50K
55, HS-grad,40, United-States, <=50K
25, HS-grad,40, United-States, <=50K
41, Bachelors,50, United-States, >50K
24, Bachelors,50, United-States, <=50K
63, HS-grad,6, United-States, <=50K
17, 11th,20, United-States, <=50K
35, Some-college,50, United-States, <=50K
51, Some-college,40, United-States, >50K
62, Bachelors,48, United-States, <=50K
55, HS-grad,40, United-States, >50K
43, Some-college,40, United-States, <=50K
40, HS-grad,50, United-States, <=50K
37, Bachelors,45, United-States, >50K
39, Bachelors,40, United-States, <=50K
31, HS-grad,18, United-States, <=50K
61, Masters,40, United-States, >50K
26, Assoc-voc,55, United-States, <=50K
46, HS-grad,50, United-States, <=50K
26, Bachelors,40, United-States, <=50K
48, Doctorate,50, United-States, >50K
34, HS-grad,40, United-States, <=50K
34, HS-grad,40, United-States, <=50K
59, HS-grad,40, United-States, >50K
34, Bachelors,40, United-States, <=50K
49, Bachelors,56, United-States, >50K
18, 11th,20, United-States, <=50K
43, HS-grad,40, Mexico, <=50K
48, 11th,50, United-States, <=50K
28, Some-college,70, United-States, <=50K
33, HS-grad,40, United-States, <=50K
24, Some-college,15, United-States, <=50K
21, 10th,40, United-States, <=50K
17, 11th,28, United-States, <=50K
39, Some-college,50, United-States, >50K
29, Bachelors,40, United-States, <=50K
44, Bachelors,40, United-States, >50K
24, Some-college,50, United-States, <=50K
71, Masters,40, United-States, >50K
51, Bachelors,40, China, >50K
55, 5th-6th,25, United-States, <=50K
41, Bachelors,60, United-States, >50K
23, HS-grad,7, United-States, <=50K
38, Assoc-voc,40, United-States, <=50K
39, HS-grad,40, United-States, >50K
19, HS-grad,30, United-States, <=50K
49, 9th,40, United-States, <=50K
32, Bachelors,40, Philippines, >50K
27, HS-grad,70, United-States, <=50K
38, Bachelors,50, United-States, >50K
33, Some-college,60, United-States, <=50K
63, Some-college,15, United-States, <=50K
23, Bachelors,28, United-States, <=50K
33, Some-college,60, ?, <=50K
54, HS-grad,40, United-States, <=50K
29, Assoc-voc,45, United-States, <=50K
48, Some-college,30, United-States, <=50K
35, Bachelors,40, United-States, <=50K
28, Assoc-voc,40, India, <=50K
37, Bachelors,50, United-States, >50K
42, Prof-school,65, United-States, >50K
40, Masters,40, United-States, <=50K
47, Some-college,55, United-States, <=50K
22, Bachelors,50, United-States, <=50K
30, Bachelors,45, United-States, >50K
28, HS-grad,40, United-States, <=50K
63, 7th-8th,55, United-States, <=50K
51, 9th,20, United-States, <=50K
22, HS-grad,40, United-States, <=50K
27, Assoc-acdm,40, United-States, <=50K
35, HS-grad,45, United-States, <=50K
46, HS-grad,38, United-States, <=50K
37, Some-college,52, United-States, <=50K
24, Bachelors,15, United-States, <=50K
37, HS-grad,10, United-States, <=50K
53, Some-college,40, United-States, <=50K
27, HS-grad,30, United-States, <=50K
38, Some-college,44, United-States, <=50K
53, 10th,60, United-States, <=50K
34, Some-college,40, United-States, <=50K
23, HS-grad,40, United-States, <=50K
39, Bachelors,45, United-States, >50K
43, Masters,50, South, <=50K
67, HS-grad,40, United-States, >50K
81, HS-grad,30, United-States, <=50K
21, Some-college,20, United-States, <=50K
23, Some-college,25, United-States, <=50K
25, Some-college,40, United-States, <=50K
42, 5th-6th,38, Mexico, <=50K
38, Some-college,40, United-States, <=50K
64, HS-grad,5, United-States, <=50K
32, HS-grad,40, United-States, <=50K
37, HS-grad,40, United-States, <=50K
51, Masters,60, United-States, >50K
22, Some-college,42, United-States, <=50K
33, 1st-4th,40, Guatemala, <=50K
42, HS-grad,55, United-States, <=50K
19, Some-college,10, United-States, <=50K
51, Preschool,40, United-States, <=50K
23, HS-grad,40, Mexico, <=50K
37, 11th,44, United-States, >50K
37, HS-grad,99, United-States, >50K
47, Masters,25, United-States, <=50K
41, Prof-school,40, United-States, >50K
33, HS-grad,30, United-States, <=50K
31, Bachelors,40, United-States, >50K
31, Assoc-acdm,40, United-States, <=50K
35, HS-grad,40, United-States, <=50K
38, HS-grad,40, United-States, >50K
18, HS-grad,45, United-States, <=50K
20, HS-grad,40, United-States, <=50K
54, Some-college,35, United-States, <=50K
40, Some-college,40, United-States, <=50K
36, Bachelors,45, United-States, >50K
43, Some-college,35, United-States, <=50K
44, Some-college,40, United-States, <=50K
44, HS-grad,40, United-States, >50K
43, Masters,43, United-States, >50K
51, 7th-8th,40, United-States, <=50K
18, HS-grad,20, United-States, <=50K
51, Some-college,40, United-States, <=50K
41, 10th,30, ?, <=50K
44, Some-college,70, United-States, >50K
33, 10th,40, United-States, <=50K
33, Bachelors,40, United-States, >50K
42, Assoc-acdm,40, United-States, >50K
25, Some-college,45, United-States, <=50K
32, HS-grad,38, United-States, <=50K
32, Bachelors,70, Mexico, <=50K
36, 10th,40, United-States, <=50K
28, HS-grad,40, United-States, <=50K
20, HS-grad,20, United-States, <=50K
35, Some-college,60, United-States, >50K
55, HS-grad,20, United-States, <=50K
48, Bachelors,40, India, >50K
36, Assoc-voc,20, United-States, <=50K
34, HS-grad,35, United-States, >50K
28, Bachelors,35, United-States, <=50K
67, Bachelors,40, United-States, >50K
37, HS-grad,40, United-States, <=50K
44, HS-grad,70, United-States, <=50K
25, Some-college,40, United-States, <=50K
21, Some-college,40, United-States, <=50K
40, Masters,35, United-States, >50K
78, HS-grad,40, United-States, <=50K
34, HS-grad,40, United-States, <=50K
49, HS-grad,44, United-States, <=50K
22, Assoc-acdm,40, United-States, <=50K
23, HS-grad,40, United-States, <=50K
60, HS-grad,42, United-States, <=50K
45, HS-grad,40, United-States, >50K
63, Assoc-voc,20, United-States, <=50K
41, HS-grad,35, United-States, <=50K
47, HS-grad,40, United-States, <=50K
44, HS-grad,40, United-States, <=50K
51, Some-college,40, United-States, <=50K
46, Bachelors,40, United-States, <=50K
41, Assoc-voc,40, United-States, <=50K
50, HS-grad,30, United-States, <=50K
47, HS-grad,50, United-States, >50K
35, HS-grad,45, United-States, <=50K
56, HS-grad,55, United-States, >50K
45, Masters,45, United-States, <=50K
48, Bachelors,58, United-States, >50K
40, Some-college,40, United-States, <=50K
39, Bachelors,50, United-States, >50K
20, Some-college,40, United-States, <=50K
50, Doctorate,65, United-States, >50K
38, HS-grad,40, United-States, >50K
23, Bachelors,60, United-States, <=50K
31, HS-grad,16, United-States, <=50K
58, Bachelors,40, United-States, <=50K
66, HS-grad,40, United-States, <=50K
39, HS-grad,40, United-States, >50K
54, HS-grad,52, United-States, >50K
26, Some-college,50, Germany, <=50K
51, HS-grad,40, United-States, <=50K
34, Assoc-voc,40, United-States, <=50K
50, HS-grad,40, United-States, >50K
42, Some-college,44, United-States, >50K
38, Masters,25, United-States, <=50K
48, 7th-8th,40, United-States, <=50K
33, Assoc-voc,40, United-States, >50K
51, HS-grad,32, United-States, <=50K
22, HS-grad,40, United-States, <=50K
19, HS-grad,30, United-States, <=50K
41, Some-college,50, Japan, <=50K
48, Masters,35, United-States, >50K
42, HS-grad,30, United-States, <=50K
34, Some-college,40, United-States, <=50K
23, HS-grad,40, United-States, <=50K
56, HS-grad,50, Yugoslavia, <=50K
30, Bachelors,45, ?, <=50K
45, HS-grad,55, United-States, >50K
48, 10th,40, United-States, <=50K
48, Masters,50, India, <=50K
31, Assoc-voc,40, United-States, <=50K
20, Assoc-acdm,20, United-States, <=50K
27, Some-college,40, United-States, <=50K
32, HS-grad,40, United-States, <=50K
76, 7th-8th,2, United-States, <=50K
19, HS-grad,40, United-States, <=50K
66, 9th,1, ?, <=50K
37, HS-grad,75, United-States, <=50K
34, HS-grad,30, United-States, <=50K
34, 11th,8, United-States, <=50K
90, HS-grad,40, United-States, <=50K
23, Some-college,40, United-States, <=50K
43, Some-college,40, United-States, <=50K
44, Bachelors,60, United-States, >50K
24, Some-college,37, United-States, <=50K
28, Prof-school,55, United-States, <=50K
64, Assoc-acdm,20, United-States, <=50K
23, Some-college,40, United-States, <=50K
20, Some-college,50, United-States, <=50K
36, Bachelors,50, United-States, >50K
61, HS-grad,40, United-States, <=50K
53, Bachelors,40, Canada, >50K
30, Bachelors,40, United-States, >50K
52, Some-college,55, United-States, >50K
38, Some-college,40, Iran, <=50K
32, Bachelors,40, United-States, <=50K
30, 12th,75, United-States, <=50K
41, Assoc-voc,40, United-States, <=50K
49, Masters,40, United-States, >50K
45, HS-grad,47, United-States, >50K
43, HS-grad,35, United-States, <=50K
61, HS-grad,40, United-States, <=50K
54, HS-grad,32, Mexico, <=50K
34, Assoc-acdm,40, United-States, <=50K
49, Some-college,80, United-States, >50K
38, Some-college,40, United-States, <=50K
35, Prof-school,80, United-States, >50K
36, 12th,40, United-States, <=50K
30, Bachelors,50, United-States, <=50K
36, Assoc-acdm,60, United-States, <=50K
22, Bachelors,20, United-States, <=50K
38, HS-grad,40, United-States, >50K
37, HS-grad,50, United-States, >50K
48, Doctorate,46, United-States, >50K
17, 11th,15, United-States, <=50K
19, Some-college,20, United-States, <=50K
27, Bachelors,40, United-States, <=50K
22, Bachelors,50, Taiwan, <=50K
49, HS-grad,40, United-States, <=50K
43, Assoc-voc,40, United-States, >50K
43, Bachelors,40, United-States, <=50K
19, HS-grad,35, United-States, <=50K
58, HS-grad,60, United-States, <=50K
41, Some-college,40, United-States, >50K
31, Some-college,40, United-States, <=50K
30, Assoc-voc,40, United-States, <=50K
32, HS-grad,40, United-States, <=50K
29, Bachelors,35, United-States, <=50K
42, Some-college,52, United-States, >50K
38, HS-grad,28, United-States, <=50K
41, Assoc-acdm,40, United-States, >50K
44, Bachelors,50, United-States, >50K
31, Doctorate,60, China, <=50K
34, HS-grad,40, United-States, <=50K
21, Some-college,40, United-States, <=50K
22, Bachelors,20, India, <=50K
62, 10th,40, United-States, <=50K
19, HS-grad,40, United-States, <=50K
29, HS-grad,25, United-States, >50K
43, Some-college,40, United-States, <=50K
68, 7th-8th,8, United-States, <=50K
45, Bachelors,60, United-States, >50K
39, 9th,40, Mexico, <=50K
41, Bachelors,50, United-States, <=50K
34, Assoc-acdm,25, United-States, >50K
34, HS-grad,33, United-States, <=50K
31, Bachelors,47, United-States, <=50K
29, HS-grad,25, United-States, <=50K
41, Bachelors,40, United-States, >50K
41, Assoc-voc,55, United-States, <=50K
35, Masters,45, Mexico, >50K
33, Bachelors,45, United-States, >50K
37, Bachelors,38, United-States, <=50K
69, HS-grad,40, United-States, <=50K
34, HS-grad,40, United-States, <=50K
60, Assoc-voc,70, ?, >50K
36, Some-college,40, United-States, <=50K
41, HS-grad,50, United-States, <=50K
58, Bachelors,40, United-States, >50K
53, Bachelors,40, Japan, <=50K
29, Some-college,40, United-States, <=50K
45, HS-grad,40, United-States, <=50K
34, Some-college,38, United-States, <=50K
36, Bachelors,40, United-States, <=50K
48, Some-college,35, United-States, <=50K
20, Assoc-voc,40, United-States, <=50K
35, HS-grad,50, United-States, >50K
63, HS-grad,40, United-States, <=50K
41, Some-college,45, United-States, <=50K
28, Bachelors,45, United-States, <=50K
30, Some-college,40, United-States, <=50K
34, HS-grad,40, United-States, <=50K
31, HS-grad,40, Mexico, <=50K
37, Assoc-voc,38, United-States, <=50K
42, Some-college,40, United-States, <=50K
31, Some-college,50, Jamaica, >50K
46, Masters,45, United-States, >50K
35, HS-grad,60, United-States, >50K
27, HS-grad,53, United-States, <=50K
41, 1st-4th,35, Mexico, <=50K
19, Some-college,20, United-States, <=50K
20, Some-college,45, United-States, <=50K
59, HS-grad,40, Germany, <=50K
40, Bachelors,37, United-States, <=50K
56, Some-college,60, United-States, <=50K
33, Masters,44, United-States, >50K
30, Some-college,60, United-States, <=50K
46, HS-grad,50, United-States, <=50K
61, HS-grad,35, United-States, >50K
50, HS-grad,40, United-States, >50K
25, HS-grad,30, United-States, <=50K
40, Some-college,39, United-States, <=50K
24, Some-college,40, ?, <=50K
51, HS-grad,54, United-States, <=50K
43, HS-grad,40, United-States, <=50K
34, Some-college,54, Mexico, <=50K
46, HS-grad,45, United-States, >50K
28, Masters,50, United-States, >50K
26, Bachelors,40, ?, <=50K
20, HS-grad,28, United-States, <=50K
44, Assoc-voc,40, United-States, <=50K
51, HS-grad,40, United-States, <=50K
33, Bachelors,60, United-States, >50K
54, Assoc-acdm,40, United-States, >50K
50, Bachelors,40, United-States, >50K
33, HS-grad,40, United-States, <=50K
65, Bachelors,20, United-States, >50K
22, Some-college,8, United-States, <=50K
88, Prof-school,40, United-States, <=50K
40, HS-grad,40, United-States, <=50K
51, HS-grad,43, United-States, <=50K
50, 11th,40, United-States, <=50K
25, Masters,99, United-States, >50K
20, Assoc-voc,30, United-States, <=50K
47, HS-grad,40, United-States, <=50K
58, Some-college,40, United-States, >50K
22, Assoc-voc,30, United-States, <=50K
50, HS-grad,48, United-States, >50K
47, HS-grad,40, United-States, <=50K
24, 11th,45, United-States, <=50K
50, HS-grad,40, United-States, >50K
40, Bachelors,45, United-States, >50K
36, Bachelors,40, United-States, <=50K
32, HS-grad,40, United-States, <=50K
44, HS-grad,40, United-States, <=50K
51, Masters,40, United-States, <=50K
59, Some-college,40, United-States, <=50K
65, HS-grad,30, United-States, <=50K
24, Bachelors,65, United-States, <=50K
27, Bachelors,35, United-States, <=50K
51, Assoc-voc,40, United-States, <=50K
48, Some-college,40, United-States, >50K
39, HS-grad,60, United-States, <=50K
28, Bachelors,40, United-States, <=50K
19, Some-college,25, United-States, <=50K
49, Bachelors,40, United-States, <=50K
51, Assoc-acdm,60, United-States, <=50K
59, Masters,55, United-States, <=50K
18, HS-grad,40, Dominican-Republic, <=50K
50, HS-grad,40, ?, <=50K
