Restaurant Name,City,Cuisines,Average Cost for two,Has Table booking,Has Online delivery,Price range,Aggregate rating,Rating color,Rating text,Votes
Subway,Faridabad,"American, Fast Food, Salad, Healthy Food",500,No,No,2,0.0,White,Not rated,2
KFC,Faridabad,"American, Fast Food, Burger",500,No,Yes,2,2.1,Red,Poor,57
Barbeque Nation,Faridabad,North Indian,1600,No,No,3,4.0,Green,Very Good,299
Yo! China,Faridabad,Chinese,1300,No,Yes,3,4.1,Green,Very Good,239
Giani's,Faridabad,"Ice Cream, Desserts",400,No,No,1,3.2,Orange,Average,16
Momo-Cha,Faridabad,Fast Food,200,No,Yes,1,2.7,Orange,Average,16
Shree Rathnam,Faridabad,"South Indian, North Indian, Chinese",800,No,Yes,2,3.4,Orange,Average,48
Mirage Restro Bar,Faridabad,"North Indian, Mughlai",1000,Yes,No,3,2.4,Red,Poor,25
Jai Jagannath Hotel,Faridabad,South Indian,200,No,No,1,0.0,White,Not rated,3
Gelato Vinto,Faridabad,"Desserts, Ice Cream",250,No,No,1,2.8,Orange,Average,12
Maggi Point,Faridabad,Fast Food,200,No,No,1,0.0,White,Not rated,2
Angaar,Faridabad,"North Indian, Chinese",1200,Yes,No,3,0.0,White,Not rated,0
TcozY,Faridabad,Cafe,1500,No,No,3,0.0,White,Not rated,0
The Retriever,Faridabad,"North Indian, Mughlai, Chinese",1500,Yes,No,3,0.0,White,Not rated,0
Bangali Sweets & Restaurant,Faridabad,Mithai,100,No,No,1,0.0,White,Not rated,2
Silver,Faridabad,"North Indian, Chinese, Continental",1500,Yes,No,3,0.0,White,Not rated,3
Chill 'N Grill,Faridabad,North Indian,300,No,No,1,0.0,White,Not rated,0
Punjabi Restaurant,Faridabad,"North Indian, Mughlai",500,No,No,2,0.0,White,Not rated,0
Standard Chicken Point,Faridabad,Mughlai,500,No,No,2,0.0,White,Not rated,0
The Grillz & Gravy,Faridabad,"North Indian, Chinese",400,No,No,1,0.0,White,Not rated,0
Cakes 'n Bakes - Park Plaza,Faridabad,Bakery,1000,No,No,3,3.0,Orange,Average,15
Cafe Bite,Faridabad,Cafe,500,No,No,2,3.2,Orange,Average,19
Cafe Light,Faridabad,"Cafe, Chinese, Fast Food",500,No,No,2,2.8,Orange,Average,8
Little Cafe,Faridabad,"Fast Food, Beverages",300,No,No,1,0.0,White,Not rated,0
Momo-Cha,Faridabad,"North Indian, Chinese",450,No,No,1,2.8,Orange,Average,20
Oregano India,Faridabad,"Fast Food, Chinese, Italian",500,No,No,2,3.1,Orange,Average,11
Sagar Bakery,Faridabad,Bakery,150,No,No,1,3.0,Orange,Average,11
Smugglers,Faridabad,North Indian,450,No,Yes,1,3.1,Orange,Average,7
Welcome,Faridabad,"North Indian, Chinese",700,Yes,No,2,2.9,Orange,Average,13
Giani's,Faridabad,"Ice Cream, Desserts",400,No,No,1,0.0,White,Not rated,0
Invitation,Faridabad,North Indian,700,No,No,2,0.0,White,Not rated,3
New Dilight,Faridabad,"North Indian, Mughlai, Chinese",500,No,No,2,0.0,White,Not rated,0
Chimney,Faridabad,"North Indian, Mughlai, Chinese",800,Yes,Yes,2,3.3,Orange,Average,25
Chopstick,Faridabad,Chinese,300,No,No,1,3.0,Orange,Average,22
Hot & Tasty Chinese Food,Faridabad,"North Indian, Chinese",450,No,No,1,2.6,Orange,Average,26
Sanjha Chulha,Faridabad,"North Indian, Mughlai",700,No,Yes,2,2.9,Orange,Average,16
Frontier,Faridabad,Bakery,200,No,No,1,2.9,Orange,Average,7
Oxy Lounge,Faridabad,"North Indian, Chinese, Italian",1500,Yes,Yes,3,3.1,Orange,Average,28
City Dhaba,Faridabad,"North Indian, Chinese",550,No,No,2,0.0,White,Not rated,0
Garam Masala,Faridabad,"North Indian, Chinese",400,No,No,1,0.0,White,Not rated,0
Mittal Fast Food,Faridabad,Fast Food,100,No,No,1,0.0,White,Not rated,0
Al Bake,Faridabad,"North Indian, Chinese",600,No,Yes,2,3.2,Orange,Average,31
Anupam Sweet,Faridabad,"North Indian, South Indian, Chinese, Fast Food, Mithai",400,No,No,1,3.4,Orange,Average,70
Cafe Coffee Day,Faridabad,Cafe,450,No,No,1,3.3,Orange,Average,67
Chicago Pizza,Faridabad,Pizza,600,No,No,2,2.7,Orange,Average,35
Crispy Crust,Faridabad,"North Indian, Chinese, Fast Food",500,No,Yes,2,3.4,Orange,Average,22
Frontier,Faridabad,Bakery,200,No,No,1,3.3,Orange,Average,17
Gulab,Faridabad,"North Indian, South Indian, Fast Food, Street Food, Mithai",600,No,Yes,2,2.6,Orange,Average,39
Hunger Cure Express,Faridabad,"Fast Food, Beverages",500,No,No,2,3.3,Orange,Average,35
Maitre Patissier,Faridabad,Bakery,500,No,No,2,3.4,Orange,Average,35
Momo-Cha,Faridabad,"Chinese, Fast Food",400,No,No,1,2.7,Orange,Average,32
Nirula's,Faridabad,"Fast Food, Desserts, Ice Cream, Beverages",950,No,No,2,2.6,Orange,Average,14
The Grub House,Faridabad,"Cafe, North Indian, Chinese, Continental",600,No,No,2,2.7,Orange,Average,17
Twenty Four Seven,Faridabad,"Fast Food, North Indian",300,No,No,1,3.4,Orange,Average,35
Cafe Parmesan,Faridabad,Italian,1000,No,No,3,4.5,Dark Green,Excellent,799
Briosca,Faridabad,"Bakery, Fast Food",400,No,Yes,1,3.6,Yellow,Good,62
Burger Point,Faridabad,"Burger, Fast Food",300,No,Yes,1,3.5,Yellow,Good,24
Cafe Grub Up,Faridabad,"Cafe, American, Mexican, Italian, Thai",900,Yes,No,2,3.8,Yellow,Good,134
Cakes At Bhawanas,Faridabad,Bakery,400,No,No,1,3.5,Yellow,Good,26
Chaudhary Bhojnalaya,Faridabad,North Indian,400,No,No,1,3.6,Yellow,Good,93
Chickenette,Faridabad,"Raw Meats, North Indian, Chinese, Fast Food",650,No,No,2,3.7,Yellow,Good,280
Giani,Faridabad,"Ice Cream, Desserts",400,No,No,1,3.6,Yellow,Good,70
Green Chick Chop,Faridabad,"Raw Meats, North Indian, Fast Food",350,No,No,1,3.5,Yellow,Good,31
Hash Stix,Faridabad,Fast Food,250,No,No,1,3.6,Yellow,Good,25
Juice On Go,Faridabad,"Juices, Beverages",150,No,No,1,3.5,Yellow,Good,18
Keventers,Faridabad,Beverages,400,No,No,1,3.6,Yellow,Good,27
MD's Kebabs & Curries,Faridabad,"North Indian, Mughlai, Chinese",750,No,Yes,2,3.8,Yellow,Good,27
Perfect Bake,Faridabad,"Bakery, Fast Food",400,No,No,1,3.5,Yellow,Good,39
Perfect Bake,Faridabad,"Bakery, Fast Food",400,No,No,1,3.6,Yellow,Good,126
Sethi's Delicacy,Faridabad,"Fast Food, Bakery",150,No,No,1,3.8,Yellow,Good,75
Subway,Faridabad,"American, Fast Food, Salad, Healthy Food",500,No,No,2,3.5,Yellow,Good,143
Caf�� Bogchi,Faridabad,"Cafe, Italian, Mexican, Continental",650,No,Yes,2,4.1,Green,Very Good,153
Ashoka Restaurant,Faridabad,North Indian,400,No,No,1,2.9,Orange,Average,43
Baskin Robbins,Faridabad,Ice Cream,300,No,Yes,1,2.9,Orange,Average,4
China Hot Pot,Faridabad,"Chinese, Fast Food",400,No,No,1,2.5,Orange,Average,25
Handi Chhadeyan Di,Faridabad,North Indian,400,No,No,1,3.1,Orange,Average,26
Hungrill,Faridabad,"North Indian, Chinese, Continental",500,No,No,2,3.0,Orange,Average,4
Kant Khana Khazana,Faridabad,North Indian,250,No,No,1,3.4,Orange,Average,22
Open Yard,Faridabad,"North Indian, Chinese, Continental",800,Yes,No,2,3.3,Orange,Average,14
Recipe Badshah,Faridabad,North Indian,300,No,No,1,3.1,Orange,Average,8
The Chai Cafe,Faridabad,"Cafe, Chinese",400,No,No,1,3.1,Orange,Average,8
Apna Restaurant,Faridabad,North Indian,400,No,No,1,0.0,White,Not rated,0
Chaudhary Chaap & Chinese,Faridabad,"Chinese, North Indian",300,No,No,1,0.0,White,Not rated,0
Chings Chinese,Faridabad,Chinese,300,No,No,1,0.0,White,Not rated,0
Food On Wheels,Faridabad,Chinese,300,No,No,1,0.0,White,Not rated,0
Gulshan Hotel,Faridabad,North Indian,250,No,No,1,0.0,White,Not rated,2
Maa Kali Foods,Faridabad,Chinese,250,No,No,1,0.0,White,Not rated,0
The Street Kitchen,Faridabad,"North Indian, Chinese",400,No,No,1,0.0,White,Not rated,0
United Kitchen,Faridabad,Fast Food,500,No,No,2,0.0,White,Not rated,0
Eat N Treat,Faridabad,"Chinese, North Indian",400,No,No,1,2.8,Orange,Average,20
Hotel Ekant,Faridabad,"North Indian, Mughlai, Chinese",700,No,No,2,2.7,Orange,Average,39
Momo-Cha,Faridabad,"North Indian, Chinese",600,No,Yes,2,2.7,Orange,Average,56
Paradise Inn,Faridabad,"North Indian, Mughlai, Chinese",500,No,No,2,2.7,Orange,Average,43
Red Chilli,Faridabad,Chinese,300,No,No,1,2.8,Orange,Average,9
Shiv Restaurant,Faridabad,North Indian,400,No,No,1,2.7,Orange,Average,20
Sohan Sweets & Namkeen,Faridabad,Mithai,100,No,No,1,3.2,Orange,Average,41
The Binge Box Cafe,Faridabad,Cafe,500,No,No,2,3.4,Orange,Average,18
Tmos Moving Feast,Faridabad,"Chinese, North Indian",700,No,Yes,2,3.3,Orange,Average,76
Tmos Cafe Corner,Faridabad,Cafe,700,Yes,Yes,2,0.0,White,Not rated,1
Parkash Dhaba,Faridabad,"North Indian, Chinese",200,No,No,1,3.0,Orange,Average,6
Sanjha Chulha,Faridabad,"North Indian, Mughlai",700,No,Yes,2,3.3,Orange,Average,219
Hareram Bikanerzaika,Faridabad,"Mithai, Street Food",200,No,No,1,2.8,Orange,Average,11
Kulcha Paaji,Faridabad,Street Food,100,No,No,1,3.1,Orange,Average,12
Shree Bikaner Misthan Bhandar,Faridabad,"Street Food, South Indian, Mithai",350,No,No,1,2.8,Orange,Average,13
"The Hub - Gourmet, Bakers & More",Faridabad,"Bakery, Fast Food",200,No,No,1,3.0,Orange,Average,7
Anand Dhaba,Faridabad,North Indian,200,No,No,1,0.0,White,Not rated,1
Bikaneri Sweets & Restaurant,Faridabad,"Mithai, North Indian",250,No,No,1,0.0,White,Not rated,0
Delicieux Ice Cream Rolls,Faridabad,"Ice Cream, Desserts, Beverages",400,No,No,1,0.0,White,Not rated,1
Flying Tandoor,Faridabad,"North Indian, Fast Food",300,No,No,1,0.0,White,Not rated,3
Food Station,Faridabad,"North Indian, Mughlai, Chinese",400,No,No,1,0.0,White,Not rated,0
Grub Hub,Faridabad,Asian,500,No,No,2,0.0,White,Not rated,1
Punjabi Chulha,Faridabad,North Indian,300,No,No,1,0.0,White,Not rated,3
Purani Dilli Da Swad,Faridabad,"Street Food, Fast Food",100,No,No,1,0.0,White,Not rated,2
The BBQ Garden,Faridabad,"North Indian, Seafood",700,Yes,No,2,0.0,White,Not rated,0
The Chaiwalas,Faridabad,Cafe,300,No,No,1,0.0,White,Not rated,0
Funk House Cafe,Faridabad,"Cafe, Italian, Salad",650,No,Yes,2,2.6,Orange,Average,15
Shiksha Fast Food,Faridabad,"Fast Food, Chinese",200,No,No,1,2.9,Orange,Average,5
Hungry Head,Faridabad,"Street Food, Fast Food",200,No,No,1,0.0,White,Not rated,0
Tandoori Hut,Faridabad,North Indian,400,No,No,1,0.0,White,Not rated,0
Lalit Kathi Rolls Momos,Faridabad,Fast Food,100,No,No,1,3.1,Orange,Average,9
Tamasha In Tafree,Faridabad,Cafe,600,No,No,2,0.0,White,Not rated,3
Oh My!,Faridabad,"Chinese, Fast Food",300,No,No,1,0.0,White,Not rated,2
Butter & Grace,Faridabad,"North Indian, Chinese, Italian, Fast Food",700,No,Yes,2,3.1,Orange,Average,7
Green Chick Chop,Faridabad,"Raw Meats, North Indian, Fast Food",350,No,No,1,3.1,Orange,Average,9
Snacks Bar,Faridabad,Chinese,350,No,No,1,2.9,Orange,Average,4
Ahata,Faridabad,North Indian,500,No,No,2,0.0,White,Not rated,1
Fritrolla,Faridabad,Desserts,300,No,No,1,0.0,White,Not rated,0
KitchenYard,Faridabad,North Indian,300,No,No,1,0.0,White,Not rated,0
Meghansh Bakery,Faridabad,"Bakery, Desserts",200,No,No,1,0.0,White,Not rated,2
Oh My !,Faridabad,"North Indian, Chinese",300,No,No,1,0.0,White,Not rated,1
The Dark Hour - Kitchen,Faridabad,Italian,350,No,No,1,0.0,White,Not rated,1
Anupama Sweets & Family Restaurant,Faridabad,"Mithai, North Indian, South Indian, Chinese, Fast Food",400,No,Yes,1,2.7,Orange,Average,28
Shree Rathnam,Faridabad,"South Indian, North Indian, Chinese",800,No,No,2,2.7,Orange,Average,29
Bikaner Misthan Bhandar,Faridabad,"Mithai, Street Food, Fast Food",150,No,No,1,0.0,White,Not rated,0
King's Kitchen,Faridabad,"North Indian, Mughlai, Chinese",400,No,No,1,0.0,White,Not rated,1
Muradabadi Chicken Biryani Corner,Faridabad,Mughlai,500,No,No,2,0.0,White,Not rated,0
The Black Kettle,Faridabad,"Fast Food, Beverages",100,No,No,1,0.0,White,Not rated,0
Desi Tadka,Faridabad,"North Indian, Mughlai, Chinese",500,No,No,2,3.0,Orange,Average,6
Destination Live,Faridabad,"North Indian, Mughlai, Chinese",500,Yes,No,2,3.3,Orange,Average,12
Kay's Bake Land,Faridabad,"Bakery, Desserts",150,No,No,1,3.1,Orange,Average,19
Kay's Food Land,Faridabad,"Bakery, Desserts",100,No,No,1,3.1,Orange,Average,14
Laziz Restaurant,Faridabad,"North Indian, Mughlai",600,No,No,2,2.8,Orange,Average,11
Le Chef Restro Bar,Faridabad,"North Indian, Chinese",1000,Yes,No,3,2.7,Orange,Average,70
Republic of Chicken,Faridabad,"Raw Meats, Fast Food",400,No,No,1,3.1,Orange,Average,18
Tanishka Restaurant & Caterers,Faridabad,"North Indian, Chinese",300,No,No,1,2.9,Orange,Average,14
The Tandoori Times,Faridabad,North Indian,500,No,No,2,2.7,Orange,Average,48
Twist of Italy,Faridabad,"Chinese, Fast Food",350,No,No,1,3.6,Yellow,Good,52
Aggarwal Sweets And Caterers,Faridabad,"Mithai, Street Food",100,No,No,1,0.0,White,Not rated,1
Biryani Bot,Faridabad,Biryani,200,No,No,1,0.0,White,Not rated,0
Caf�� Kitchen,Faridabad,"North Indian, Chinese",300,No,No,1,0.0,White,Not rated,0
Evergreen Sweets & Restaurant,Faridabad,"North Indian, South Indian, Chinese, Fast Food",400,No,No,1,0.0,White,Not rated,2
Magic Spice Wok,Faridabad,"Chinese, Fast Food",300,No,No,1,0.0,White,Not rated,0
Magical Momos,Faridabad,Chinese,350,No,No,1,0.0,White,Not rated,0
Sam's Bake Shop,Faridabad,"Bakery, Fast Food",200,No,No,1,0.0,White,Not rated,1
Shri Bikaner Misthan Bhandar,Faridabad,"Mithai, Street Food",100,No,No,1,0.0,White,Not rated,0
Tasty Dhaba Family Restaurant,Faridabad,"North Indian, Mughlai",400,No,No,1,0.0,White,Not rated,0
U & I,Faridabad,"North Indian, Chinese",500,No,No,2,0.0,White,Not rated,0
Cravings,Faridabad,"North Indian, Mughlai, Chinese",500,No,No,2,3.0,Orange,Average,4
Evergreen Tandoori Night,Faridabad,North Indian,550,No,No,2,0.0,White,Not rated,3
Prelibato,Faridabad,"Italian, North Indian",400,No,No,1,0.0,White,Not rated,0
Aravali Owls,Faridabad,"North Indian, Chinese",600,No,No,2,0.0,White,Not rated,0
Chicken Inn Family Meat Shop,Faridabad,"Raw Meats, Fast Food",300,No,No,1,0.0,White,Not rated,1
Mother's Kitchen,Faridabad,"North Indian, Chinese",300,No,No,1,0.0,White,Not rated,0
Domino's Pizza,Faridabad,"Pizza, Fast Food",700,No,No,2,2.9,Orange,Average,10
Green Chick Chop,Faridabad,"Raw Meats, North Indian, Fast Food",350,No,No,1,3.1,Orange,Average,5
Punjabi Culture,Faridabad,"North Indian, Mughlai",500,No,No,2,2.9,Orange,Average,4
Three Olives,Faridabad,"Italian, Fast Food",550,No,No,2,2.9,Orange,Average,4
Aggarwal's Bikaner Mishthan Bhandar,Faridabad,"Mithai, South Indian, Chinese, Street Food",100,No,No,1,0.0,White,Not rated,0
Aravalli Owls,Faridabad,"North Indian, Chinese, Mughlai",400,No,No,1,0.0,White,Not rated,0
Chatny Delight,Faridabad,Fast Food,100,No,No,1,0.0,White,Not rated,1
Harmann Restaurant,Faridabad,"North Indian, South Indian, Chinese",350,No,No,1,0.0,White,Not rated,3
Kulcha King,Faridabad,North Indian,100,No,No,1,0.0,White,Not rated,2
Royal Bakers,Faridabad,Bakery,200,No,No,1,0.0,White,Not rated,0
Touch of Spice,Faridabad,"Chinese, North Indian",600,No,No,2,0.0,White,Not rated,0
Hunger Cure,Faridabad,"Fast Food, Chinese",700,No,No,2,3.2,Orange,Average,47
Sanjha Chulha,Faridabad,"North Indian, Mughlai",700,No,Yes,2,2.5,Orange,Average,79
Queens Cakes,Faridabad,Bakery,200,No,No,1,3.5,Yellow,Good,29
Sri Meenakshi South Indian Food,Faridabad,South Indian,250,No,No,1,0.0,White,Not rated,1
Sardar A Pure Meat Shop,Faridabad,"Raw Meats, Fast Food, North Indian",150,No,No,1,0.0,White,Not rated,0
Invitation Restaurant,Faridabad,"North Indian, South Indian, Chinese, Fast Food",500,No,Yes,2,2.7,Orange,Average,17
Kaushik Bakery,Faridabad,Bakery,200,No,No,1,3.0,Orange,Average,9
Rama Vaishnav Bhojnalaya,Faridabad,"North Indian, Chinese",250,No,No,1,3.0,Orange,Average,7
Shiv Saras Vyanjan,Faridabad,Mithai,100,No,No,1,2.9,Orange,Average,5
Shree Bikaner Misthan Bhandar,Faridabad,"Mithai, Bakery, Street Food, Chinese, South Indian",300,No,No,1,3.0,Orange,Average,8
Shree Bikaner Misthan Bhandar,Faridabad,"Mithai, Street Food",150,No,No,1,3.1,Orange,Average,15
Standard Family Restaurant,Faridabad,North Indian,450,No,No,1,2.9,Orange,Average,16
The Hunger End,Faridabad,"North Indian, Chinese",500,No,No,2,3.0,Orange,Average,4
Pizza Express,Faridabad,"Pizza, Fast Food",400,No,No,1,0.0,White,Not rated,1
Anupam Sweets & Restaurant,Faridabad,"North Indian, Chinese, Fast Food",450,No,Yes,1,3.0,Orange,Average,10
Caramel,Faridabad,"North Indian, Chinese, Continental",600,No,No,2,2.9,Orange,Average,9
Chaska Restaurant,Faridabad,"North Indian, Chinese",650,No,No,2,3.2,Orange,Average,24
Club Pizzeria,Faridabad,Pizza,550,No,Yes,2,3.4,Orange,Average,19
Gupha,Faridabad,"North Indian, Chinese",500,No,No,2,2.9,Orange,Average,8
Indian Gourmet,Faridabad,"North Indian, Chinese, Raw Meats",450,No,No,1,3.0,Orange,Average,8
Tandoori Zaaika's,Faridabad,"North Indian, Chinese",500,No,Yes,2,3.2,Orange,Average,39
TCD Cake & Bake,Faridabad,"Bakery, Fast Food",300,No,No,1,3.1,Orange,Average,10
The Grill Darbar,Faridabad,"North Indian, Mughlai, Chinese",500,No,No,2,3.3,Orange,Average,17
Urban Cuisine,Faridabad,"North Indian, Chinese, Mughlai",500,No,Yes,2,3.4,Orange,Average,37
Mister Mughal,Faridabad,Mughlai,600,No,Yes,2,3.5,Yellow,Good,33
The Hub,Faridabad,"Bakery, Fast Food",200,No,No,1,3.1,Orange,Average,9
Bake Your Dreamz,Faridabad,"Bakery, Desserts",800,No,No,2,0.0,White,Not rated,3
Green Chilly Chinese Food,Faridabad,Chinese,300,No,No,1,0.0,White,Not rated,2
Mom's Kitchen,Faridabad,North Indian,450,No,No,1,0.0,White,Not rated,1
The Baking Treats N More,Faridabad,Bakery,300,No,No,1,0.0,White,Not rated,0
Twin Brothers,Faridabad,Fast Food,150,No,No,1,0.0,White,Not rated,0
Aggarwal Sweets Centre,Faridabad,"Mithai, Street Food, Chinese",100,No,No,1,2.9,Orange,Average,4
Bawarchi,Faridabad,"North Indian, Chinese, Mughlai",550,No,No,2,3.0,Orange,Average,14
D ART of Flavour,Faridabad,"North Indian, Chinese",500,No,No,2,2.8,Orange,Average,13
Italia Cafe by Aura,Faridabad,"Fast Food, Beverages",400,No,No,1,2.8,Orange,Average,5
Pizza Street,Faridabad,"Fast Food, Pizza",550,No,Yes,2,2.6,Orange,Average,12
Rock Cafe,Faridabad,"North Indian, Chinese, South Indian",550,No,No,2,3.0,Orange,Average,8
Sardaar Ji Chaap & Rolls,Faridabad,North Indian,300,No,No,1,3.1,Orange,Average,7
Spice Wok,Faridabad,"North Indian, Chinese",600,No,No,2,3.1,Orange,Average,18
Vrindavan Sweets & Restaurant,Faridabad,"North Indian, Chinese, South Indian, Fast Food",350,No,No,1,3.0,Orange,Average,22
Yummy Cake,Faridabad,Bakery,400,No,No,1,3.0,Orange,Average,4
Bikaner Sweets & Bakers,Faridabad,"Mithai, Street Food",100,No,No,1,0.0,White,Not rated,0
Burger Xpress,Faridabad,"Fast Food, Chinese, Burger",300,No,No,1,0.0,White,Not rated,0
Da Pizza Zone,Faridabad,Italian,500,No,No,2,0.0,White,Not rated,0
Finger Licious,Faridabad,Fast Food,300,No,No,1,0.0,White,Not rated,0
Med E Taste,Faridabad,Mediterranean,500,No,No,2,0.0,White,Not rated,3
Punjabii Tandoor,Faridabad,"North Indian, Mughlai",500,No,No,2,0.0,White,Not rated,3
Shankar Sweets,Faridabad,"Mithai, Street Food",100,No,No,1,0.0,White,Not rated,0
Tasty Bites,Faridabad,"South Indian, Chinese, North Indian",200,No,No,1,0.0,White,Not rated,2
The Street- Curries & Grills,Faridabad,"North Indian, Mughlai, Continental",600,No,No,2,0.0,White,Not rated,1
Bakers Delight - The Atrium,Faridabad,"Bakery, Desserts",700,No,No,2,3.0,Orange,Average,10
On The Rocks - The  Atrium,Faridabad,Finger Food,1400,Yes,No,3,3.1,Orange,Average,18
World Cafe - Vibe by The LaLiT Traveller,Faridabad,"North Indian, Continental, Chinese",1900,Yes,No,3,3.3,Orange,Average,56
Chaudhary Ke Mashhoor Paranthe,Ghaziabad,North Indian,150,No,No,1,2.8,Orange,Average,14
Thakur Bakers,Ghaziabad,Bakery,150,No,No,1,3.0,Orange,Average,6
FoodByMom,Ghaziabad,North Indian,300,No,Yes,1,3.6,Yellow,Good,161
Mr. Brown,Ghaziabad,"Fast Food, Cafe, Desserts, Bakery",500,No,Yes,2,3.9,Yellow,Good,52
Mitalis Kitchen,Ghaziabad,North Indian,350,No,No,1,0.0,White,Not rated,1
The Big Scoop,Ghaziabad,Ice Cream,250,No,No,1,0.0,White,Not rated,0
9 Mars Lounge,Ghaziabad,"North Indian, Chinese",2500,Yes,No,4,2.5,Orange,Average,184
Barista,Ghaziabad,Cafe,650,No,Yes,2,3.4,Orange,Average,33
Baskin Robbins,Ghaziabad,Ice Cream,300,No,Yes,1,3.3,Orange,Average,27
Burger King,Ghaziabad,"Burger, Fast Food",500,No,Yes,2,3.4,Orange,Average,327
Cafe Coffee Day,Ghaziabad,Cafe,450,No,No,1,3.2,Orange,Average,63
Chinese X'Press,Ghaziabad,Chinese,600,No,No,2,2.9,Orange,Average,16
Cinch,Ghaziabad,"North Indian, Chinese, Continental",1500,Yes,No,3,2.6,Orange,Average,92
Costa Coffee,Ghaziabad,Cafe,600,No,No,2,3.3,Orange,Average,60
Domino's Pizza,Ghaziabad,"Pizza, Fast Food",700,No,No,2,3.2,Orange,Average,17
Dosa X'press,Ghaziabad,South Indian,500,No,No,2,3.0,Orange,Average,6
Kebab Xpress,Ghaziabad,"North Indian, Mughlai",600,No,No,2,2.7,Orange,Average,14
Let's Noodle,Ghaziabad,Chinese,700,No,Yes,2,2.6,Orange,Average,181
McDonald's,Ghaziabad,"Fast Food, Burger",500,No,Yes,2,3.3,Orange,Average,150
Mx Corn,Ghaziabad,Fast Food,100,No,No,1,3.1,Orange,Average,7
Dunkin' Donuts,Ghaziabad,"Burger, Desserts, Fast Food",600,No,Yes,2,3.6,Yellow,Good,252
Haldiram's,Ghaziabad,"North Indian, South Indian, Chinese, Street Food, Fast Food, Mithai, Desserts",600,No,No,2,3.6,Yellow,Good,187
Pind Balluchi,Ghaziabad,"North Indian, Mughlai",1000,Yes,Yes,3,1.8,Red,Poor,322
Maini Restaurant,Ghaziabad,"North Indian, Fast Food",400,No,No,1,3.3,Orange,Average,114
The Dosa King,Ghaziabad,"South Indian, North Indian, Chinese",550,No,Yes,2,3.2,Orange,Average,80
Baba Au Rhum,Goa,"Italian, French, Cafe",800,No,No,3,4.5,Dark Green,Excellent,280
Burger Factory,Goa,Fast Food,1100,No,No,4,4.8,Dark Green,Excellent,415
Club Cubana,Goa,Finger Food,2000,No,No,4,4.4,Green,Very Good,646
Curlies,Goa,"Continental, North Indian, Italian, Seafood, Goan",1500,No,No,4,3.5,Yellow,Good,1681
La Plage,Goa,"Seafood, French",800,No,No,3,4.6,Dark Green,Excellent,302
St. Anthony's,Goa,"North Indian, Chinese, Continental, Goan, Seafood",1100,No,No,4,3.8,Yellow,Good,911
Britto's Bar & Restaurant,Goa,"North Indian, Continental, Chinese, Seafood",1400,No,No,4,4.3,Green,Very Good,2191
Fat Fish,Goa,"North Indian, Continental, Goan",1000,No,No,4,4.2,Green,Very Good,856
Martin's Corner,Goa,"Goan, Seafood, Chinese, North Indian",1600,No,No,4,4.4,Green,Very Good,1115
Infantaria,Goa,"Italian, Continental, Goan",800,No,No,3,3.7,Yellow,Good,1221
Souza Lobo,Goa,"North Indian, Continental, Goan",1300,No,No,4,4.3,Green,Very Good,918
Fisherman's Cove,Goa,"Goan, North Indian, Chinese",700,No,No,3,3.8,Yellow,Good,601
