ISBN,Genre
0553351702,Business & Economics
0285632655,Medical
0375705090,Archery
0312269587,Transportation
0099244926,Adventure stories
0413588106,Adolescence
0702228842,Juvenile Fiction
0812515609,Fiction
0451183681,Fiction
3502517959,
0425122123,Intelligence service
0446326488,China
080410882X,Fiction
0375726624,Social Science
1577487370,"Body, Mind & Spirit"
1578562325,Fiction
0385484518,Biography & Autobiography
0060951710,Humor
0786864133,Humor
156836010X,Biography & Autobiography
0671795937,Biography & Autobiography
0345380274,Fiction
0440224039,Fiction
076790396X,Health & Fitness
1572241381,Self-Help
0192802542,Art
0140282378,Mind and body
0435240765,First year teachers
0767902513,Humor
038531809X,Humor
068815252X,Humor
0375706410,Fiction
0753811464,Fiction
0130289221,Education
0517084732,Reference
073520313X,Business & Economics
0130891347,
0465021433,Attrait sexuel
0380810336,Self-Help
061819729X,Language Arts & Disciplines
1581820542,Business & Economics
0425166791,Self-Help
1564146731,Reference
0767910079,Self-Help
0486401464,Reference
0880841109,
0811201090,Travel
0140621407,"""Childrens stories, Danish"""
0201895293,Foreign Language Study
0440224659,Fiction
1841492086,Fiction
0330357190,
0413537900,Adolescence
1860467776,Biography & Autobiography
0671757059,Petroleum industry and trade
0743469801,Fiction
0590110225,Adventure
0835902242,Juvenile Nonfiction
0451199871,Fiction
0373196962,Fiction
0064409430,Juvenile Fiction
0380752107,
0425194493,Fiction
0671722816,Drama
0312267819,History
0842361715,Fiction
0345384350,Fiction
0811200701,Fiction
0671023373,Philosophy
0679748083,Fiction
0380009560,
0380776510,Fiction
2070368076,Fiction
0312874995,Fiction
0886771560,Fiction
1850630127,
0385299842,Juvenile Fiction
1555910408,Education
0684836491,Humor
0345452550,Fiction
0399147357,Fiction
0740704532,Humor
0836221974,Humor
0836228790,Humor
0836221966,Humor
0836232232,Humor
0345452534,Fiction
0553573977,Fiction
0312860951,Fiction
0061015725,Fiction
1855681870,
0553579754,Fiction
0425181200,Fiction
0425157164,Fiction
0312958455,Fiction
0515120863,Fiction
0553279912,Fiction
0345353145,Fiction
0446516538,Fiction
0440214041,Fiction
0846705672,
0841502439,
0380717972,Fiction
0312028784,
0878670319,
0896082172,Education
0393011224,Psychology
0060167084,History
0472095978,Social Science
1565842103,Social Science
0525943730,Biography & Autobiography
0877736510,Psychology
076071150X,
1561707236,"Body, Mind & Spirit"
1561707244,"Body, Mind & Spirit"
0385315287,Biography & Autobiography
0440108268,Biography & Autobiography
0440204321,Science
044020562X,Fiction
1577310454,Psychology
1882591275,Authorship
0809237628,Performing Arts
0809237601,Cooking
0806514094,Northern exposure (Television program)
0786860642,Performing Arts
0671777351,Fiction
067084487X,Juvenile Fiction
0062508482,Social Science
0912776412,
0553255959,"Body, Mind & Spirit"
0385484100,Drama
0140422226,American poetry
0062513346,Fiction
0030020786,Science
0716724022,"Chemistry, Physical and theoretical"
0060256664,Juvenile Fiction
0794505007,Juvenile Fiction
0786889020,Humor
0786861320,Business & Economics
0688149790,Humor
0399505962,Cats
156305700X,Family & Relationships
0140386645,Juvenile Fiction
0345351525,Fiction
0553205587,Veterinarians
0867202076,
0716723980,Science
0965921506,Family & Relationships
0471485527,Science
0765345048,Fiction
0385265700,Fiction
0156935805,Biography & Autobiography
0486293556,Games
0140376410,Juvenile Fiction
0452281296,Fiction
1573229326,Fiction
038072930X,Biography & Autobiography
068483376X,"Body, Mind & Spirit"
068484270X,History
0316754315,Social Science
0679743243,Fiction
0151003394,Social Science
0345406036,Family & Relationships
0345421825,Fiction
0373196504,Fiction
0373123515,Fiction
0373123531,
0380752123,Fiction
067170463X,
0671543180,
067170091X,
0671705997,
0373805217,Fiction
0671696513,
0373123086,Fiction
0140390839,Fiction
0373123523,Fiction
0821758179,Fiction
0553275860,Fiction
844140898X,"Body, Mind & Spirit"
8432206407,"Authors, Spanish"
3423105518,Abbeys
0590254715,"""Childrens stories"""
843396951X,Fiction
8440616368,Fiction
8420483885,Antiquarians
8484509125,
0553295977,Fiction
0380470845,Fiction
0553291025,Fiction
0679770232,Literary Collections
0312875495,Fiction
0553130285,
0440212723,Cities and towns
0061054267,Fiction
0553276735,Fiction
0786889047,Fiction
0380720191,Fiction
0345314247,Fantasy fiction
0060955775,Fiction
0716744481,Science
0395629497,Architecture
0140259988,Architecture
0441225691,Fiction
0679745963,Fiction
0451451686,Fiction
0743224574,Biography & Autobiography
0671010115,Fiction
0671004549,Fiction
0375509283,Political Science
0312422601,Biography & Autobiography
0802139256,Fiction
0553565915,"Body, Mind & Spirit"
055356160X,Fiction
0439240700,Juvenile Fiction
0345317580,Fiction
0345335287,Fiction
0345362276,Fiction
0486270718,Fiction
0140022651,Fiction
1558504184,Performing Arts
0590629808,Juvenile Fiction
0671740903,Ghost stories
0807842613,History
0345283929,Empire strikes back (Motion picture)
0679023755,Travel
0394707745,Cooking
042516540X,Cats in literature
0671695304,Juvenile Fiction
051512463X,Fiction
0671529714,Juvenile Fiction
0671751174,Juvenile Fiction
0671001868,Aliens
0345375580,Fiction
0439164567,Juvenile Fiction
0590448323,Dolls
0590448315,Friendship
0515120618,Fiction
0971766711,Fiction
0201731355,Computers
1551668424,Fiction
0553583077,Fiction
0804119740,Fiction
0446611107,Fiction
0821772252,Fiction
0380819619,Fiction
0312989202,Fiction
0451208293,Fiction
1551665964,Fiction
0843950676,Fiction
0451208153,Fiction
0060002050,Fiction
1551666766,Fiction
0451208412,Fiction
0312989431,Fiction
0380812975,Fiction
0553583565,Fiction
0804119953,Fiction
0843950803,Fiction
0553583905,Fiction
0060502312,Fiction
0743436830,Fiction
0451206754,Fiction
0440236401,Fiction
038081479X,Fiction
0843949635,Fiction
0843949724,Fiction
0312979495,Fiction
0440224055,Fiction
0140255087,Nature
0684866048,Architecture
0060392703,Self-Help
0671743228,Self-Help
1556590415,Poetry
0399517405,Cooking
0804110867,Fiction
0446400688,Fiction
0425102319,Fiction
039304856X,Biography & Autobiography
0962455741,
0441001866,
0515118249,Fiction
0312311354,Biography & Autobiography
0385335830,Fiction
0515130389,Fiction
0595197124,
1563524317,Fiction
8421615386,Juvenile Nonfiction
0061056774,Fiction
0425169693,Fiction
051513287X,Fiction
0618002219,"""Childrens stories"""
0451458370,Fiction
0887307884,Humor
0804108447,Fiction
0441117732,Business & Economics
0915035170,Social Science
0060914254,Biography & Autobiography
0441003702,Fiction
055357549X,Fiction
0060392452,Political Science
1566393523,Biography & Autobiography
0153895152,
0345412451,Fiction
0590353403,Juvenile Fiction
0671877283,Fiction
0380815931,Computers
0930878132,Foreign Language Study
0446532231,Humor
0806511605,"Body, Mind & Spirit"
0007103999,"Body, Mind & Spirit"
0671877143,Fiction
0886777844,Fiction
0875424961,Fiction
089281313X,Medical
0877285314,"Body, Mind & Spirit"
0765341840,Juvenile Fiction
0312243359,Political Science
0385498802,Fiction
0141002077,Biography & Autobiography
0449904628,History
0449701301,Adventure stories
0590471570,Divorce
0449702545,Juvenile Fiction
0156005778,Fiction
0375727434,Fiction
0312291639,Fiction
0192816489,Disinheritance
189251415X,Fiction
014018869X,Fiction
2070374637,Fiction
0375505296,Fiction
0553348981,Fiction
0671541013,Domestic fiction
0684874350,Biography & Autobiography
0316168688,Fiction
0452264790,Fiction
0425189082,Fiction
1566492785,Performing Arts
0380561433,"Body, Mind & Spirit"
0425155943,Fiction
3257229534,Foreign Language Study
0553144286,Science fiction
0440241537,Fiction
034538475X,Fiction
0671004247,Fiction
055327418X,Fiction
0345388674,Fiction
0879977981,
0441239196,Fiction
0671822845,
0880387157,Fiction
0394718224,English poetry
0345280229,
087100240X,
0886777631,Fiction
0061008427,Los Angeles (Calif.)
0786001690,Los Angeles (Calif.)
0380718340,Fiction
0451153553,Fiction
0142001805,Fiction
0380014033,
0553277839,Fiction
0060981180,Fiction
0061051098,Fiction
0451180410,Fiction
0425143341,Fiction
1593100825,Fiction
0800758579,Fiction
0451212193,Fiction
1593101678,Fiction
0373273711,Fiction
037327369X,Fiction
0425092178,Fear
034539657X,Fiction
0345468392,Fiction
0312305060,Fiction
0743493540,Fiction
0446363510,Fiction
037329168X,Fiction
0440206707,Fiction
0821764462,Fiction
0451204948,Fiction
156619301X,Transylvania (Romania)
0060175966,Biography & Autobiography
0743436741,Fiction
0330352253,Fiction
034545104X,Fiction
0394756827,Artificial intelligence.
0300069049,Biography & Autobiography
0399146431,Fiction
0803287100,History
0879520388,Religion
0520077806,"Brooklyn (New York, N.Y.)"
0295955252,Biography & Autobiography
0824811720,Fiction
0820319627,Social Science
0767901266,Biography & Autobiography
1558850481,Drama
0399141146,Fiction
0679722319,Fiction
0553213601,Fiction
0679741410,Fiction
0812533550,Brothers and sisters
0020442602,Fantasy
0312978367,Fiction
038079893X,Fiction
0399134883,Social Science
0316037443,Humor
0399138749,Fiction
1573228745,Fiction
0446528757,Fiction
0136714897,Reference
0689823517,Juvenile Fiction
0875093663,Religion
0060987561,Fiction
0842314296,Fiction
1880089858,Religion
0312265867,Fiction
0373250290,Fiction
3442411580,
3257227809,"Brunetti, Guido (Fictitious character)"
344244392X,Fiction
0152008772,Juvenile Fiction
0061099694,Fiction
0671881957,Juvenile Fiction
0786881852,Self-Help
0310240972,Religion
0345413873,Fiction
0380726262,Fiction
0671881965,Juvenile Fiction
0671881981,Juvenile Fiction
0671881930,Juvenile Fiction
0064410129,Juvenile Fiction
0553254723,Plot-your-own stories.
0553801309,Fiction
0375719350,Fiction
0345373413,Fiction
0380757893,Ghost stories
0440400759,Juvenile Fiction
0684874318,Fiction
037570387X,Fiction
1559029838,Boys
0590414658,Camping
0671674919,Detective and mystery stories
0441048862,Fiction
0553271547,
0451450787,
0451450876,
0451453697,Fiction
0451453700,Fiction
0451459954,Fiction
0451453689,Fiction
0451457374,Fiction
0451451899,Fiction
0451451996,Fiction
0451453719,Fiction
0451452380,Fiction
0451458397,Fiction
0399143815,Fiction
0441004911,Fiction
0671578375,Fiction
0671023187,Fiction
0395390338,Juvenile Fiction
0679746048,Biography & Autobiography
0684803143,Fiction
0451459245,Fiction
0743417720,Fiction
0446610100,Fiction
1857027795,Cerebrovascular disease
0312966970,Fiction
0671730177,Games & Activities
0345352238,Fiction
0345334310,Fiction
0671876937,Fiction
0812533666,Fiction
0893757837,Juvenile Fiction
1575663104,Fiction
0874869226,Biography & Autobiography
0967224918,Fiction
3442727758,
3426620685,"Detective and mystery stories, German"
0886251788,Dinosaurs
0061066591,Juvenile Fiction
0671522728,Juvenile Fiction
0816735786,Detective and mystery stories
0689835752,Buried treasure
0152017976,Juvenile Fiction
0152017984,Juvenile Fiction
0394577736,Fiction
0151104506,Fiction
0425175006,Fiction
0425186857,Fiction
051512317X,Fiction
0515114693,Fiction
0060507403,Fiction
0679767398,Fiction
0553212761,Fiction
0425174468,Fiction
044012929X,Fiction
0060004533,Humor
0380002930,Fiction
080215185X,Fiction
8806155873,Fiction
0486280489,Fiction
3821829494,Fiction
0312876912,Fiction
0684148579,Juvenile Nonfiction
0553562967,Fiction
0446363170,Fiction
0449210952,Fiction
0312971346,Fiction
0399147101,Fiction
0449146383,Fiction
0446603066,Fiction
0449149374,Fiction
0553378260,Biography & Autobiography
1556614438,Fiction
0312850581,Fiction
0140280553,Biography & Autobiography
0060958022,Fiction
0380804700,Fiction
0500280673,Art
048640076X,Fiction
0349109931,
8420638307,Biography & Autobiography
8420672319,Fiction
8806143042,Fiction
156245191X,Gender identity
0140124497,Fiction
0553210114,Fiction
0156658992,Fiction
3548603203,England
2253057835,Fiction
052594527X,Fiction
3596122279,Fiction
0029281113,Family & Relationships
0517559552,Family & Relationships
0345338545,Fiction
0375701044,Biography & Autobiography
0007154615,Fiction
0375412824,Fiction
1558743669,Biography & Autobiography
084236661X,House & Home
0441005764,Juvenile Fiction
0553582135,Fiction
0399147772,Fiction
0439101336,Juvenile Fiction
0684832380,Fiction
039914210X,Fiction
0380730359,Fiction
3596132762,
0684836483,Pets
0571174450,
0312848846,Fiction
0767907817,Fiction
0385720106,Fiction
0553208845,Fiction
0064400581,Juvenile Fiction
0898861780,Snowshoes and snowshoeing
1586480456,Humor
088064219X,History
0743204158,Business & Economics
0310225116,
0842329218,FICTION
0072430958,United States
0684823780,Religion
1576738442,Religion
0449219283,Fiction
0553574965,Fiction
0877958920,Fiction
0886773784,Fiction
0440228204,Juvenile Fiction
0883657635,Fiction
0425143325,
0425180964,Fiction
0812520793,Fiction
0399148019,Fiction
0373063121,
0553801589,Fiction
0743411250,Fiction
0590129988,Juvenile Fiction
0375700692,Fiction
0312955510,Fiction
8880891901,Fiction
3518383620,
3453159926,United States
3499137909,Copenhagen (Denmark)
0747563721,New York (N.Y.)
0451518845,England
0441009700,Fiction
0345395190,Fiction
0451521285,Denmark
0812566351,Whales
0060502258,Fiction
0440911710,Juvenile Fiction
0395869463,Fiction
0064407721,Juvenile Fiction
0684859785,Fiction
0156806479,Poetry
0553266055,Biography & Autobiography
1580173144,Health & Fitness
0671025570,Family & Relationships
1888604182,
8845909840,Fiction
0061020710,Fiction
0440204887,Fiction
0345339681,Adventure stories
0345272579,"Baggins, Bilbo (Fictitious character)"
0385199570,Fiction
0156007568,Fiction
3404701704,
3442541751,Anecdotes
0553255371,Juvenile Fiction
0451528018,Fiction
0842321942,Juvenile Fiction
0842321934,Juvenile Fiction
1562475878,Juvenile Fiction
1562475193,Christmas stories
0590997297,Juvenile Fiction
0590762613,Juvenile Fiction
044048474X,Juvenile Fiction
1568657803,Christian life
0140309578,Juvenile Fiction
0671028049,Juvenile Fiction
0671016954,Juvenile Fiction
0671019791,Juvenile Fiction
044809553X,Adventure stories
0671023810,Juvenile Fiction
1561565601,Witches
0448095548,Adventure stories
1584850167,Juvenile Fiction
1562470043,Juvenile Fiction
0590448250,Gymnastics
0590386042,Juvenile Fiction
0689817215,Juvenile Fiction
0671015192,"""Childrens stories"""
0671024272,Juvenile Nonfiction
8807816806,Fiction
8806134817,
0553141406,English fiction
0517580497,Fiction
086547642X,Biography & Autobiography
1558744630,
0140380361,Juvenile Fiction
0394588169,Fiction
0385336322,Fiction
038533348X,Fiction
0553294385,Fiction
1558746161,Juvenile Nonfiction
0671721291,Fiction
0399142282,Fiction
0140193383,Philosophy
1890159018,Psychology
0446670626,Performing Arts
0590429892,Technology
0782125352,Computers
0671004107,Fiction
0553213539,Fiction
8401327156,
8420634778,Fiction
0684186454,
006016185X,Language Arts & Disciplines
0671683993,Fiction
0425098680,Baltimore (Maryland)
0553245694,Allegories
0060907215,Religion
0020519001,Italy
0345426029,Fiction
0679751602,Humor
0714832529,Art
0440784743,Juvenile Fiction
0812551532,Fiction
055315754X,Juvenile Fiction
0312263449,History
0671734547,Religion
0812580354,Fiction
1400076218,Fiction
0679447393,Biography & Autobiography
0380718650,Fiction
0373263953,Fiction
0312263996,Fiction
1400032717,Fiction
0595315070,Religion
1594200106,Fiction
1589880013,Nature
0553250515,Fiction
0452283868,Fiction
0446610380,Dystopias
0061097314,Fiction
1573222453,Fiction
0140119906,Adultery
0395873347,Gardening
0446677426,Fiction
0451524039,
1885266480,Fiction
0060987049,Fiction
0571169341,Drama
0060504080,Literary Collections
0679749861,Political Science
0375404929,Fiction
0140051317,Fiction
2080707590,
2715223528,French fiction
2246567610,Advertising
2290045799,
0060092645,Fiction
0451207378,Fiction
0743200349,Fiction
0446674109,Fiction
0849937361,Religion
0450411435,Horror tales
0749309636,
037541309X,Fiction
0140236716,
0684867184,Family & Relationships
031224116X,Fiction
1557507422,History
0917298551,History
0891415947,History
0440236304,History
0060183527,Social Science
038549565X,Biography & Autobiography
0743201981,Biography & Autobiography
0767908244,Biography & Autobiography
0743203399,Biography & Autobiography
0688158943,Nature
0515100072,Fiction
0553579606,Fiction
0553282069,Fiction
0373201451,Fiction
0061013439,Fiction
0679459596,Fiction
0446605786,Biography & Autobiography
0609609068,Fiction
0805205454,Biography & Autobiography
0425193896,Fiction
0312115067,Biography & Autobiography
0345413938,Health & Fitness
0345283945,History
0060934239,History
006099486X,Biography & Autobiography
0306809893,History
0060185430,History
0060987383,History
0789410842,Crafts & Hobbies
044652087X,Biography & Autobiography
0878911774,Mathematics
0060176628,Fiction
0670855030,Fiction
0517064626,Fiction
0684810387,Fiction
0931580439,Family & Relationships
0440183057,Fiction
0671769200,True Crime
0671250671,Interpersonal relations
0553067966,Self-Help
0440507294,Psychology
